Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
29-JUL-2020,9135.5,9180.7,9057.9,9096.1,2109124615.0,58629.68
30-JUL-2020,9136.2,9163.95,9013.9,9031.7,1999618009.0,61249.14
31-JUL-2020,9061.5,9076.95,8997.7,9035.75,1981775570.0,58706.97
03-AUG-2020,9029.6,9029.8,8925.05,8932.05,2139060424.0,55243.61
04-AUG-2020,8980.55,9085.75,8951.0,9074.95,1877931258.0,54928.16
05-AUG-2020,9126.65,9175.45,9060.8,9088.75,2032470879.0,57081.53
06-AUG-2020,9150.15,9205.1,9115.75,9169.1,1905172327.0,54572.49
07-AUG-2020,9170.05,9211.75,9142.3,9198.65,2334527570.0,53564.34
10-AUG-2020,9257.2,9308.75,9241.5,9268.55,2076871976.0,56646.31
11-AUG-2020,9315.15,9346.9,9283.0,9291.0,2023060444.0,54182.67
12-AUG-2020,9269.15,9294.9,9229.2,9284.8,2142381903.0,51797.28
13-AUG-2020,9314.95,9339.2,9280.3,9307.85,2339287272.0,53861.28
14-AUG-2020,9350.65,9365.85,9157.65,9214.4,2466598785.0,60488.5
17-AUG-2020,9278.85,9281.95,9184.25,9267.9,1752057939.0,47449.09
18-AUG-2020,9286.1,9392.75,9282.1,9382.05,1901523426.0,49057.27
19-AUG-2020,9436.95,9449.15,9402.25,9412.55,2285969076.0,51903.28
20-AUG-2020,9347.9,9398.6,9325.05,9368.75,2506729364.0,51216.93
21-AUG-2020,9451.2,9465.05,9415.65,9423.55,2430585395.0,51258.11
24-AUG-2020,9466.8,9523.4,9465.7,9498.35,2314342622.0,51429.92
25-AUG-2020,9545.6,9556.5,9469.2,9509.25,2115985346.0,54359.2
26-AUG-2020,9547.05,9575.2,9508.0,9567.15,2107106450.0,58199.44
27-AUG-2020,9619.6,9625.65,9568.8,9580.7,2350010846.0,58477.53
28-AUG-2020,9623.0,9675.9,9614.75,9641.05,4071389917.0,68906.63
31-AUG-2020,9735.7,9747.05,9324.65,9372.05,3863255421.0,94053.13
01-SEP-2020,9422.45,9479.1,9353.2,9442.25,3778010053.0,59191.61
02-SEP-2020,9457.65,9534.5,9429.7,9518.4,2007910183.0,46872.28
03-SEP-2020,9550.35,9567.75,9520.1,9534.65,2952530476.0,46417.44
04-SEP-2020,9388.35,9476.6,9355.05,9377.95,3338644498.0,52716.87
07-SEP-2020,9403.45,9420.7,9307.55,9379.1,2722797972.0,44099.31
08-SEP-2020,9400.6,9436.7,9306.25,9329.85,1928517989.0,47160.0
09-SEP-2020,9250.1,9306.3,9203.5,9290.2,2036835934.0,51500.36
10-SEP-2020,9359.55,9429.9,9345.6,9420.25,1865344634.0,55877.8
11-SEP-2020,9424.45,9460.65,9405.15,9446.4,1498525416.0,48119.95
14-SEP-2020,9520.0,9577.85,9446.85,9493.3,2131830453.0,60169.63
15-SEP-2020,9538.15,9583.2,9515.35,9573.35,2191853679.0,51135.94
16-SEP-2020,9595.75,9640.95,9575.0,9632.5,1554748379.0,47813.31
17-SEP-2020,9584.55,9624.65,9553.85,9566.75,1466695812.0,46576.81
18-SEP-2020,9622.15,9626.55,9517.8,9559.5,2203284104.0,80256.91
21-SEP-2020,9565.95,9582.35,9284.75,9313.0,1873243657.0,58547.54
22-SEP-2020,9339.8,9340.25,9117.95,9213.9,2194132364.0,57252.6
23-SEP-2020,9296.45,9309.05,9106.0,9194.35,2220359834.0,53418.58
24-SEP-2020,9094.1,9097.4,8933.95,8944.75,2116204067.0,54542.57
25-SEP-2020,9032.7,9171.15,8985.75,9156.1,2341531045.0,51814.94
28-SEP-2020,9237.75,9338.7,9212.75,9330.25,1915557560.0,44898.75
29-SEP-2020,9385.75,9401.8,9286.05,9319.7,1981281501.0,48277.69
30-SEP-2020,9344.3,9375.85,9292.35,9341.75,1685665154.0,46250.51
01-OCT-2020,9433.7,9472.4,9423.8,9461.7,1649559208.0,43616.28
05-OCT-2020,9518.2,9567.55,9476.8,9516.3,1770099661.0,48569.9
06-OCT-2020,9592.65,9633.35,9564.05,9622.35,1562304293.0,47182.36
07-OCT-2020,9637.15,9673.3,9593.7,9654.5,1529749738.0,50132.41
08-OCT-2020,9724.55,9759.3,9674.95,9711.8,1758663740.0,57940.23
09-OCT-2020,9728.75,9774.75,9691.2,9750.15,1619493419.0,52977.58
12-OCT-2020,9793.35,9822.95,9698.9,9745.35,1459706393.0,42909.43
13-OCT-2020,9745.9,9784.8,9715.95,9736.45,1321281564.0,46815.6
14-OCT-2020,9726.45,9781.25,9657.5,9763.4,1600131402.0,48347.77
15-OCT-2020,9801.55,9802.9,9535.7,9550.05,1639785694.0,52563.21
16-OCT-2020,9588.8,9635.0,9536.45,9626.25,1471545501.0,47535.92
19-OCT-2020,9710.95,9717.6,9664.45,9709.3,1622404094.0,46485.23
20-OCT-2020,9699.3,9760.35,9682.3,9733.0,1573498289.0,45784.37
21-OCT-2020,9780.5,9821.95,9635.3,9756.6,1722901298.0,56998.7
22-OCT-2020,9726.45,9763.8,9683.8,9745.05,1634025894.0,51725.18
23-OCT-2020,9794.4,9807.15,9764.55,9780.35,1865194287.0,47021.55
26-OCT-2020,9794.95,9797.7,9609.2,9647.65,1624386756.0,47495.1
27-OCT-2020,9674.15,9756.05,9607.6,9748.3,1604881683.0,57709.62
28-OCT-2020,9773.85,9782.95,9602.75,9632.35,1687601159.0,53472.56
29-OCT-2020,9557.15,9637.85,9530.25,9593.4,1573369182.0,47085.22
30-OCT-2020,9605.1,9665.0,9500.7,9581.65,1888022481.0,48564.91
02-NOV-2020,9622.7,9634.15,9524.2,9595.95,1681708430.0,53161.07
03-NOV-2020,9648.65,9715.45,9643.0,9696.3,1671297247.0,55990.96
04-NOV-2020,9684.1,9778.1,9654.6,9764.6,1508974536.0,54804.57
05-NOV-2020,9874.35,9941.5,9857.25,9935.35,1733351157.0,53703.48
06-NOV-2020,9965.05,10044.9,9951.2,10033.5,1791087196.0,57008.44
09-NOV-2020,10137.3,10183.5,10100.45,10176.35,1683044676.0,54391.93
10-NOV-2020,10252.8,10277.0,10181.65,10269.0,2334227426.0,80161.14
11-NOV-2020,10308.5,10378.05,10233.35,10356.5,2188064608.0,79448.3
12-NOV-2020,10334.75,10367.85,10294.55,10342.7,2196575093.0,61167.55
13-NOV-2020,10324.1,10394.15,10293.25,10387.2,1792270638.0,55479.36
14-NOV-2020,10470.9,10476.55,10415.95,10440.35,604089340.0,8601.92
17-NOV-2020,10543.25,10543.85,10459.6,10524.0,2506791685.0,64233.1
18-NOV-2020,10516.75,10594.95,10491.5,10588.35,2500354034.0,65628.68
19-NOV-2020,10522.9,10633.15,10453.6,10477.5,2687307622.0,73318.26
20-NOV-2020,10514.85,10583.75,10456.95,10560.55,2575894539.0,68455.05
23-NOV-2020,10642.85,10661.25,10567.45,10635.95,2656757191.0,67314.73
24-NOV-2020,10698.3,10749.35,10686.5,10733.6,2423524030.0,63133.74
25-NOV-2020,10794.4,10804.1,10556.2,10574.95,2732592059.0,63753.78
26-NOV-2020,10611.05,10694.75,10531.9,10674.05,2081231455.0,58109.53
27-NOV-2020,10703.25,10751.0,10670.2,10719.05,4521358657.0,144321.35
01-DEC-2020,10803.25,10850.15,10734.3,10835.15,2708250078.0,59806.83
02-DEC-2020,10856.25,10866.15,10755.9,10858.15,2782310120.0,63042.83
03-DEC-2020,10936.75,10936.75,10871.8,10893.6,2734427441.0,67472.66
04-DEC-2020,10934.65,10990.2,10888.95,10978.85,2681966380.0,67182.8
07-DEC-2020,10994.15,11078.35,10982.75,11070.25,2437379648.0,63038.15
08-DEC-2020,11112.6,11136.8,11008.4,11088.65,3179015833.0,64598.31
09-DEC-2020,11147.55,11201.75,11143.45,11181.2,3173850711.0,57626.51
10-DEC-2020,11156.9,11156.9,11060.2,11141.35,2666432957.0,57222.47
11-DEC-2020,11172.65,11221.95,11082.0,11171.4,3056559322.0,60195.9
14-DEC-2020,11223.3,11240.4,11157.65,11215.25,2152360100.0,50549.26
15-DEC-2020,11212.35,11234.45,11128.4,11223.9,2330267235.0,55845.87
16-DEC-2020,11299.2,11328.4,11265.8,11320.1,2505621374.0,57339.49
17-DEC-2020,11347.1,11385.6,11322.75,11346.35,2010454298.0,54564.25
18-DEC-2020,11368.7,11376.7,11263.15,11355.0,2277338367.0,64204.27
21-DEC-2020,11338.4,11365.55,10787.5,10964.25,2778901674.0,69748.25
22-DEC-2020,10979.85,11097.3,10791.85,11075.75,2984718026.0,65464.93
23-DEC-2020,11092.4,11239.6,11062.2,11225.55,2577733180.0,52267.83
24-DEC-2020,11292.05,11342.45,11245.75,11325.25,2167449058.0,47241.08
28-DEC-2020,11387.45,11443.45,11386.1,11434.7,1946772582.0,43042.32
29-DEC-2020,11475.25,11506.2,11405.8,11467.0,2019680021.0,46747.09
30-DEC-2020,11507.05,11521.2,11414.1,11509.65,1868454677.0,46303.32
31-DEC-2020,11508.55,11548.35,11483.55,11518.3,2695072107.0,50627.31
01-JAN-2021,11535.85,11594.85,11532.6,11574.85,2196136531.0,37078.27
04-JAN-2021,11651.5,11703.25,11542.15,11691.8,3238422803.0,58243.99
05-JAN-2021,11647.6,11780.8,11613.5,11767.0,2858312752.0,62437.46
06-JAN-2021,11806.75,11817.1,11640.15,11737.9,3205480948.0,72306.74
07-JAN-2021,11833.6,11834.4,11753.8,11766.1,2917179475.0,68027.09
08-JAN-2021,11865.5,11940.45,11841.85,11925.6,2872214697.0,70912.11
11-JAN-2021,12024.65,12024.65,11921.75,12006.5,2406296224.0,67129.53
12-JAN-2021,12000.8,12083.7,11969.75,12058.35,3495364856.0,77259.12
13-JAN-2021,12123.0,12133.4,11925.0,12041.1,3837512381.0,81235.23
14-JAN-2021,12043.4,12081.55,11976.15,12069.5,2480285265.0,66898.02
15-JAN-2021,12078.6,12100.85,11864.05,11931.2,3917209536.0,70925.19
18-JAN-2021,11943.65,11948.2,11733.35,11776.2,2837637732.0,68505.23
19-JAN-2021,11851.15,11993.3,11849.15,11981.85,2212472618.0,58850.48
20-JAN-2021,12002.1,12092.05,11987.6,12078.35,2407564639.0,62345.33
21-JAN-2021,12154.7,12167.95,11959.6,12015.95,2731312071.0,77392.53
22-JAN-2021,12020.3,12053.1,11842.4,11854.5,3039832960.0,80443.11
25-JAN-2021,11951.1,11968.4,11719.55,11743.7,2692961157.0,71357.07
27-JAN-2021,11744.3,11744.3,11511.55,11546.35,2600763378.0,68325.45
28-JAN-2021,11419.3,11503.2,11365.85,11442.55,2946474453.0,68536.56
29-JAN-2021,11549.85,11568.9,11273.55,11302.4,2755193206.0,81015.99
01-FEB-2021,11396.9,11806.45,11304.0,11770.15,3206044317.0,84261.66
02-FEB-2021,11921.7,12102.6,11916.65,12053.25,3115606209.0,93755.74
03-FEB-2021,12139.7,12234.7,12005.4,12174.05,3076713409.0,85394.64
04-FEB-2021,12184.65,12297.55,12140.85,12285.85,3399706152.0,86049.57
05-FEB-2021,12345.25,12386.25,12247.45,12279.85,3526707080.0,90707.5
08-FEB-2021,12389.5,12469.3,12376.65,12441.3,2547801915.0,72771.16
09-FEB-2021,12487.6,12545.45,12396.2,12434.2,2929109749.0,77437.76
10-FEB-2021,12452.95,12490.45,12347.1,12452.45,2382581258.0,74942.94
11-FEB-2021,12433.5,12522.45,12426.15,12514.1,2377558184.0,61968.81
12-FEB-2021,12531.35,12571.0,12443.05,12508.55,2429004433.0,67132.57
15-FEB-2021,12592.0,12648.7,12576.7,12632.05,2190272365.0,64069.92
16-FEB-2021,12679.65,12724.55,12580.95,12647.2,2735370962.0,72223.05
17-FEB-2021,12631.1,12669.85,12561.55,12597.45,3441423674.0,72214.73
18-FEB-2021,12633.3,12655.4,12535.65,12565.7,3895779526.0,76252.99
19-FEB-2021,12540.85,12592.5,12360.7,12438.8,4127496879.0,78774.5
22-FEB-2021,12457.25,12471.65,12174.6,12212.55,2744803727.0,69475.12
23-FEB-2021,12294.3,12356.45,12190.65,12263.7,2791764312.0,71585.98
24-FEB-2021,12299.55,12470.2,12294.85,12455.2,1820862847.0,42589.87
25-FEB-2021,12543.5,12615.4,12533.3,12567.85,3273662422.0,79703.83
26-FEB-2021,12401.05,12449.0,12134.5,12181.4,4142697769.0,109138.34
01-MAR-2021,12316.3,12395.8,12271.85,12368.3,2891251630.0,61715.18
02-MAR-2021,12458.35,12548.2,12385.95,12519.4,2938298409.0,68999.03
03-MAR-2021,12635.85,12781.85,12603.05,12764.8,2957966799.0,72981.56
04-MAR-2021,12607.55,12771.1,12589.75,12688.85,3126112147.0,75056.1
05-MAR-2021,12621.95,12697.05,12478.45,12539.0,2792554205.0,70212.48
08-MAR-2021,12607.05,12682.55,12534.75,12558.95,2155684470.0,55054.02
09-MAR-2021,12638.4,12679.65,12494.6,12617.2,2352080501.0,65364.08
10-MAR-2021,12705.1,12722.6,12627.8,12691.35,1672894209.0,48878.51
12-MAR-2021,12806.15,12816.15,12534.45,12593.9,2326915273.0,61401.39
15-MAR-2021,12623.05,12624.3,12364.95,12510.15,2056747402.0,53137.8
15-MAR-2021,12623.05,12624.3,12364.95,12510.15,2056747402.0,53137.8
16-MAR-2021,12564.8,12601.05,12487.8,12512.7,1862226535.0,52664.38
17-MAR-2021,12540.15,12546.55,12301.15,12319.9,1936540698.0,53994.72
18-MAR-2021,12426.9,12449.85,12100.6,12174.45,2309132011.0,58593.43
19-MAR-2021,12096.8,12342.3,11951.4,12314.5,3133136265.0,87306.66
22-MAR-2021,12322.75,12360.45,12235.6,12338.6,1849339040.0,53789.96
23-MAR-2021,12375.4,12462.0,12340.3,12417.3,1926922396.0,57635.9
24-MAR-2021,12346.05,12390.6,12183.7,12197.2,1908995087.0,53495.21
25-MAR-2021,12218.8,12221.55,11939.0,11993.3,2802712837.0,63726.51
26-MAR-2021,12134.75,12191.95,12072.2,12148.9,2170641369.0,53189.01
30-MAR-2021,12256.0,12404.25,12249.0,12387.9,2336893708.0,63039.57
31-MAR-2021,12376.8,12376.8,12298.7,12313.7,2008833931.0,53428.44
01-APR-2021,12401.35,12492.55,12334.35,12479.0,2021172288.0,54655.32
05-APR-2021,12463.7,12466.25,12149.4,12298.6,2057526125.0,61651.48
06-APR-2021,12374.7,12422.85,12254.95,12358.1,1917914043.0,61222.5
07-APR-2021,12389.25,12510.7,12347.7,12481.3,1911252584.0,67793.48
08-APR-2021,12533.45,12624.25,12501.25,12541.65,2111913287.0,66804.75
09-APR-2021,12552.9,12591.95,12490.0,12527.4,2069618262.0,66230.36
12-APR-2021,12357.35,12361.4,11978.45,12024.1,2853601038.0,79803.24
13-APR-2021,12068.05,12201.55,12006.7,12186.7,2257222951.0,69260.28
15-APR-2021,12189.8,12248.9,12055.15,12237.6,2024986303.0,67074.86
16-APR-2021,12261.9,12358.55,12232.4,12298.05,1810544991.0,62695.56
19-APR-2021,12032.75,12094.55,11923.2,12076.45,1945295130.0,63782.02
20-APR-2021,12213.55,12232.85,11981.35,12055.4,1777906078.0,65408.94
22-APR-2021,11997.2,12147.5,11950.65,12132.05,1916024238.0,65923.2
23-APR-2021,12086.2,12199.4,12044.9,12105.6,1930597068.0,60796.55
26-APR-2021,12197.1,12263.6,12180.85,12216.85,1735708291.0,59768.26
27-APR-2021,12238.55,12374.0,12232.8,12362.55,1877031126.0,60504.3
28-APR-2021,12422.5,12537.05,12412.0,12517.95,1839783717.0,68348.98
29-APR-2021,12613.8,12659.4,12471.9,12532.8,2168487693.0,70290.87
30-APR-2021,12425.8,12524.1,12341.2,12364.35,2316126882.0,74470.43
03-MAY-2021,12256.85,12419.0,12210.55,12395.25,2256217808.0,63640.27
04-MAY-2021,12457.4,12487.15,12272.35,12300.45,3022137410.0,70935.12
05-MAY-2021,12394.85,12426.95,12319.25,12413.0,2181353931.0,64500.97
06-MAY-2021,12465.7,12514.1,12407.65,12501.9,2191078445.0,66827.88
07-MAY-2021,12579.9,12600.15,12527.35,12563.1,2435019294.0,69579.21
10-MAY-2021,12649.45,12685.8,12625.9,12669.9,2882079729.0,70856.54
11-MAY-2021,12559.95,12675.2,12538.65,12642.25,3564743840.0,74642.65
12-MAY-2021,12646.25,12646.95,12496.65,12537.95,4019085401.0,78524.82
14-MAY-2021,12595.15,12595.35,12408.1,12472.15,2899284653.0,78785.73
17-MAY-2021,12544.55,12683.8,12511.3,12672.1,2392678561.0,70091.85
18-MAY-2021,12794.95,12855.6,12783.15,12839.1,2405078400.0,73238.28
19-MAY-2021,12816.55,12882.5,12791.15,12809.0,2394147136.0,67445.58
20-MAY-2021,12831.3,12854.65,12718.2,12736.45,2605400606.0,66420.25
21-MAY-2021,12815.55,12929.05,12803.15,12917.85,2538873675.0,69247.44
24-MAY-2021,12963.0,13003.6,12912.25,12962.45,2882282221.0,71147.71
25-MAY-2021,13045.4,13046.15,12929.15,12963.0,2492182987.0,66290.17
26-MAY-2021,13010.0,13043.85,12954.15,13022.2,2350393146.0,61306.73
27-MAY-2021,13052.85,13091.35,13007.15,13066.25,3489793562.0,113147.86
28-MAY-2021,13134.7,13160.35,13098.85,13117.05,2510755416.0,66964.62
31-MAY-2021,13135.85,13244.4,13080.65,13226.35,2265613485.0,65470.27
01-JUN-2021,13274.25,13292.4,13164.85,13210.4,2090101215.0,57748.29
02-JUN-2021,13183.8,13290.7,13177.8,13274.25,2640938099.0,67649.08
03-JUN-2021,13347.05,13392.75,13332.0,13380.5,2703707920.0,66817.65
04-JUN-2021,13412.75,13433.6,13352.15,13393.9,3073781029.0,66385.49
07-JUN-2021,13454.1,13498.3,13418.5,13479.65,3342703144.0,68114.08
08-JUN-2021,13510.05,13513.05,13420.55,13496.55,2765882510.0,65971.98
09-JUN-2021,13532.2,13569.75,13333.85,13396.4,3364690736.0,75642.56
10-JUN-2021,13458.65,13524.85,13431.25,13517.2,2587040404.0,60361.37
11-JUN-2021,13577.05,13601.0,13513.85,13563.85,2690887678.0,60782.83
14-JUN-2021,13551.75,13565.0,13342.4,13554.15,2886671368.0,68327.79
15-JUN-2021,13601.35,13634.35,13587.75,13607.8,2288096967.0,57941.46
16-JUN-2021,13595.1,13621.65,13487.15,13510.6,2247315219.0,57685.75
17-JUN-2021,13405.9,13520.9,13372.4,13425.15,2299073612.0,63158.73
18-JUN-2021,13471.9,13474.95,13155.55,13386.55,3643105417.0,88605.41
21-JUN-2021,13240.9,13468.8,13221.05,13456.1,2605848877.0,53661.41
22-JUN-2021,13543.4,13589.65,13473.35,13491.1,2643719995.0,57648.96
23-JUN-2021,13570.1,13570.2,13412.45,13423.35,2587101997.0,57257.29
24-JUN-2021,13460.8,13486.75,13434.5,13468.25,1928526726.0,55307.22
25-JUN-2021,13512.15,13549.1,13471.0,13539.4,2381374446.0,55701.55
28-JUN-2021,13589.75,13589.85,13515.05,13533.05,2291881613.0,47878.33
29-JUN-2021,13535.55,13567.8,13461.25,13481.95,2121753668.0,54035.18
30-JUN-2021,13513.25,13552.95,13462.2,13473.55,2225442810.0,50622.76
01-JUL-2021,13504.7,13505.05,13441.55,13454.1,2051043540.0,45774.33
02-JUL-2021,13480.3,13506.1,13435.25,13494.45,1807176403.0,51592.52
05-JUL-2021,13558.4,13593.5,13536.9,13585.75,1986517476.0,47617.14
06-JUL-2021,13579.15,13661.9,13561.75,13574.15,2228290078.0,57235.09
07-JUL-2021,13577.5,13644.45,13542.05,13631.0,1791166691.0,51218.9
08-JUL-2021,13627.7,13660.85,13488.1,13532.7,1869770413.0,48147.66
09-JUL-2021,13513.5,13545.65,13470.2,13527.95,1565534299.0,44766.74
12-JUL-2021,13603.6,13620.15,13512.7,13549.0,1809425539.0,46644.61
13-JUL-2021,13633.1,13635.55,13580.45,13628.85,1537130204.0,46487.8
14-JUL-2021,13638.3,13678.8,13606.35,13661.1,1353870470.0,49268.75
15-JUL-2021,13686.35,13738.6,13677.35,13720.35,1622455717.0,53743.55
16-JUL-2021,13756.75,13761.1,13706.5,13742.35,2078937086.0,55661.88
19-JUL-2021,13624.3,13693.35,13573.65,13619.85,2356465289.0,53110.52
20-JUL-2021,13594.85,13614.75,13437.15,13495.6,1799075026.0,53438.44
22-JUL-2021,13592.4,13678.95,13590.3,13670.2,2171789245.0,57314.59
23-JUL-2021,13711.25,13728.4,13629.65,13687.0,2597135759.0,52167.58
26-JUL-2021,13692.2,13731.1,13648.45,13675.1,1796617659.0,50549.89
27-JUL-2021,13715.15,13740.9,13569.35,13610.3,1838503854.0,59056.91
28-JUL-2021,13631.55,13631.55,13409.1,13579.15,2019384906.0,58034.77
29-JUL-2021,13631.5,13668.9,13608.9,13643.75,2106240301.0,63057.64
30-JUL-2021,13671.55,13739.7,13635.45,13664.25,2157998197.0,67848.1
02-AUG-2021,13759.8,13789.9,13732.85,13783.7,1946413673.0,56706.78
03-AUG-2021,13840.6,13950.25,13817.9,13939.2,2412772263.0,59571.47
04-AUG-2021,13998.05,14045.05,13944.1,13969.35,3150952388.0,67736.4
05-AUG-2021,14000.9,14003.1,13891.7,13981.55,3957455172.0,60441.22
06-AUG-2021,13996.6,14029.8,13946.05,13954.65,2805276830.0,55850.76
09-AUG-2021,13993.6,14007.55,13870.25,13935.05,2356923244.0,48193.83
10-AUG-2021,13957.6,13996.85,13809.45,13892.75,1935174359.0,53300.35
11-AUG-2021,13924.05,13938.6,13716.7,13876.55,1971251665.0,53701.03
12-AUG-2021,13901.1,13979.85,13884.05,13971.95,1493031479.0,48262.78
13-AUG-2021,13997.75,14079.65,13991.7,14065.3,1557284734.0,54314.73
16-AUG-2021,14063.75,14087.4,14016.75,14070.8,1309598249.0,44544.58
17-AUG-2021,14063.9,14123.6,14010.9,14113.1,1569484678.0,57382.99
18-AUG-2021,14171.05,14186.5,14072.0,14095.55,1753353294.0,53018.39
20-AUG-2021,13951.5,14047.9,13910.2,13943.95,1890113076.0,61332.79
23-AUG-2021,14063.35,14063.5,13841.0,13930.55,2034607070.0,55351.48
24-AUG-2021,13986.95,14075.9,13942.5,14063.25,1610603086.0,53255.51
25-AUG-2021,14103.1,14145.45,14070.55,14093.6,1376531468.0,48182.66
26-AUG-2021,14106.45,14147.05,14074.9,14106.95,1491898368.0,48753.1
27-AUG-2021,14126.3,14203.95,14064.1,14192.5,1322925518.0,47465.23
30-AUG-2021,14257.4,14411.95,14250.55,14397.9,1418191928.0,52768.5
31-AUG-2021,14421.3,14571.8,14393.5,14555.9,1939879159.0,76252.46
01-SEP-2021,14611.65,14640.6,14527.05,14551.35,1842266019.0,58592.84
02-SEP-2021,14571.3,14692.0,14548.5,14684.35,2204479240.0,55492.82
03-SEP-2021,14724.7,14770.85,14682.2,14759.3,2454372126.0,55570.23
06-SEP-2021,14827.05,14843.4,14783.45,14805.85,1605956365.0,50194.19
07-SEP-2021,14834.95,14852.25,14713.55,14784.25,2369606925.0,51521.42
08-SEP-2021,14802.85,14825.1,14716.65,14803.6,2677527502.0,53492.66
09-SEP-2021,14780.6,14844.4,14774.15,14836.45,1826184489.0,43854.56
13-SEP-2021,14839.8,14865.75,14769.1,14852.2,1673709928.0,45569.06
14-SEP-2021,14917.05,14935.55,14881.55,14904.35,2920040073.0,56376.19
15-SEP-2021,14927.95,15028.65,14921.1,15020.55,3135906154.0,64864.98
16-SEP-2021,15050.85,15115.35,15012.25,15104.9,5345605915.0,67308.24
17-SEP-2021,15169.9,15207.7,14979.35,15027.25,4288419796.0,96706.64
20-SEP-2021,14907.5,15047.65,14800.85,14826.75,2432340465.0,57594.55
21-SEP-2021,14856.85,14959.45,14734.7,14946.3,2228665043.0,61904.7
22-SEP-2021,14977.3,15030.85,14950.35,14990.55,2024443497.0,61036.47
23-SEP-2021,15097.1,15219.35,15085.55,15205.45,2046704624.0,66567.45
24-SEP-2021,15274.1,15305.2,15160.45,15191.95,2678377777.0,71613.59
27-SEP-2021,15261.35,15262.65,15139.6,15189.05,1855011060.0,61300.47
28-SEP-2021,15235.1,15239.65,14967.05,15095.6,2245338421.0,63524.23
29-SEP-2021,15023.3,15141.05,14985.4,15086.95,3074300544.0,77468.97
30-SEP-2021,15109.7,15137.55,15026.95,15052.65,3246246370.0,67479.32
01-OCT-2021,14994.8,15031.55,14932.75,15013.95,2547877344.0,58660.53
04-OCT-2021,15094.4,15195.2,15075.25,15181.15,2050818357.0,60033.98
05-OCT-2021,15171.25,15287.7,15150.5,15280.1,2528673224.0,62408.13
06-OCT-2021,15328.95,15349.2,15109.1,15134.55,2579412312.0,68005.1
07-OCT-2021,15274.65,15335.95,15251.0,15290.15,2134120586.0,66161.71
08-OCT-2021,15375.3,15402.7,15317.4,15365.2,1859852067.0,66926.76
11-OCT-2021,15374.5,15497.8,15356.55,15428.0,2171060075.0,70637.79
12-OCT-2021,15426.6,15493.25,15371.8,15481.9,2776371650.0,69043.5
13-OCT-2021,15573.6,15660.2,15546.85,15631.4,3027680048.0,83860.64
14-OCT-2021,15733.3,15781.0,15710.1,15769.25,2579631708.0,91093.46
18-OCT-2021,15924.1,15949.2,15871.4,15886.15,3729469416.0,95130.93
19-OCT-2021,16003.95,16004.45,15716.7,15757.85,2962494793.0,96625.16
20-OCT-2021,15768.0,15776.35,15497.0,15568.65,2611891297.0,87389.01
21-OCT-2021,15666.6,15667.0,15373.45,15487.65,2521990001.0,79464.32
22-OCT-2021,15537.05,15600.45,15328.9,15399.7,2658091327.0,73931.37
25-OCT-2021,15492.0,15498.4,15181.6,15334.35,2423972413.0,75201.86
26-OCT-2021,15360.35,15528.9,15356.5,15499.65,2377318370.0,68850.99
27-OCT-2021,15541.75,15583.2,15454.1,15484.35,1908733604.0,64931.2
28-OCT-2021,15475.4,15475.45,15148.2,15190.85,2387292812.0,71438.37
29-OCT-2021,15163.5,15266.4,14961.5,15086.9,2323658555.0,73367.85
01-NOV-2021,15179.4,15318.15,15111.3,15302.7,1841726352.0,58879.91
02-NOV-2021,15344.35,15373.7,15278.7,15314.65,1699103912.0,57540.93
03-NOV-2021,15367.7,15397.3,15212.15,15282.75,1590805645.0,56962.45
04-NOV-2021,15380.95,15396.85,15363.35,15376.9,369458204.0,9759.75
08-NOV-2021,15474.25,15535.05,15313.2,15520.15,1750778815.0,64939.04
09-NOV-2021,15542.05,15579.5,15487.7,15541.95,2039428417.0,62548.55
10-NOV-2021,15492.05,15562.45,15458.5,15521.1,1877000269.0,56292.53
11-NOV-2021,15497.25,15499.9,15351.2,15411.1,1493771490.0,49991.79
12-NOV-2021,15504.35,15591.45,15429.6,15579.0,1520464318.0,52851.49
15-NOV-2021,15625.75,15664.45,15558.05,15592.6,1310851988.0,49828.85
16-NOV-2021,15613.1,15626.65,15492.6,15525.4,1497928101.0,56650.21
17-NOV-2021,15487.15,15560.75,15436.95,15454.95,1356329811.0,55152.96
18-NOV-2021,15461.5,15502.6,15239.8,15302.55,1715283574.0,59658.4
22-NOV-2021,15333.9,15339.65,14846.7,14976.7,2078909437.0,63655.31
23-NOV-2021,14876.0,15137.15,14820.4,15107.8,2118937938.0,67264.13
24-NOV-2021,15159.95,15199.2,14997.3,15046.5,1857315541.0,52720.39
25-NOV-2021,15057.6,15166.65,14984.7,15150.6,1839959382.0,51673.7
26-NOV-2021,14990.85,15012.1,14674.75,14707.2,2217882330.0,69530.97
29-NOV-2021,14683.05,14749.5,14402.1,14656.45,2224592537.0,61234.51
30-NOV-2021,14662.05,14912.75,14608.6,14648.35,2682400787.0,103561.49
01-DEC-2021,14743.7,14822.5,14694.3,14784.7,2309466860.0,52490.37
02-DEC-2021,14808.8,14990.3,14786.65,14973.95,2101455128.0,52120.85
03-DEC-2021,15002.65,15054.95,14845.25,14856.3,2448004269.0,53798.84
06-DEC-2021,14876.25,14882.15,14599.35,14618.35,2894531091.0,44148.17
07-DEC-2021,14733.25,14881.75,14683.25,14834.5,2053524776.0,47385.25
08-DEC-2021,14945.3,15084.5,14941.3,15073.25,1722666422.0,49618.26
